8.511	2.683	1.931	1.268	1.579	
14.334	4.692	4.839	4.585	2.981	
21.476	7.801	7.39	4.996	3.955	
29.605	8.671	8.422	6.025	5.307	
35.293	12.244	9.977	10.75	7.835	
42.487	12.883	12.072	9.391	9.717	
49.543	15.359	16.392	10.615	8.479	
56.031	17.366	16.621	17.852	8.859	
70.605	19.223	18.635	20.685	9.825	
73.549	21.099	22.242	17.271	10.241	
